issue_number,title,body_excerpt,html_url,state,maintainer_labels,predicted_candidate_label,confidence,reason
285,Incorrect Volume Sizes Created,**Version** ``` doctl version 1.7.1-release ``` **Command** ``` doctl compute volume create storage01-00 --region nyc3 --size 500GB --desc storage01-00 ``` **Result** ``` ID Name Size Region Droplet IDs d17ac8f7-e78f-11e7-bff6-0242ac117a...,https://github.com/digitalocean/doctl/issues/285,closed,,,0.000,no_high_confidence_signal
289,domain records list flag --domain-name does nothing,```bash doctl compute domain records list -h Flags: --domain-name string Domain name ``` When I run the list command with the flag it returns the whole list of entries. ```bash doctl compute domain records list example.com --domain-name=...,https://github.com/digitalocean/doctl/issues/289,closed,,,0.000,no_high_confidence_signal
290,How to add multiple Volumes when creating a droplet.,"I've tried to do this --volumes [""some-volume-id"", ""some-volume-id2""] but it doesn't work. The docs and api isn't really clear and I can't find an example of how to do it.",https://github.com/digitalocean/doctl/issues/290,closed,,documentation,0.400,below_min_confidence
291,"doctl compute droplet list - does not show ""size slug""",Command `doctl compute droplet list` does not show in output the slug of the size the machine was originally started with. It should be the same slug from `doctl compute size list`. If the values for „ Memory VCPUs Disk ” do not match it...,https://github.com/digitalocean/doctl/issues/291,closed,,,0.000,no_high_confidence_signal
294,doctl auth init prompts for token even if flag is present,"```sh $ doctl version doctl version 1.7.1-release $ uname -a Darwin osx 15.6.0 Darwin Kernel Version 15.6.0: Tue Jan 9 20:12:05 PST 2018; root:xnu-3248.73.5~1/RELEASE_X86_64 x86_64 i386 MacBookAir6,2 Darwin $ echo $SHELL /usr/local/bin/z...",https://github.com/digitalocean/doctl/issues/294,closed,,,0.000,no_high_confidence_signal
297,Remove `completion` from auto completion,When typing out `doctl comp` and hitting tab `compute` does not immediately complete because `completion` is also an option. I think it's safe to not expect anyone to need to auto complete `completion`. ![image](https://user-images.githu...,https://github.com/digitalocean/doctl/issues/297,closed,,,0.000,no_high_confidence_signal
300,"Wildcard for ""--record-id"" in doctl ","Hello to everyone, I stumble upon a problem that unfortunately I did not find the solution. The thing is that I have to update the TTL of all the records of a domain to let's say ""3600"" I tried this approach doctl compute domain records ...",https://github.com/digitalocean/doctl/issues/300,closed,,,0.000,no_high_confidence_signal
306,Newer and last release version on snapcraft,"Hi, Since the last 1.8.0 release 8 days ago, the snap version is always the 1.7.0 version on snap store https://snapcraft.io/doctl. When will be available the last version ? Best regards. Mike",https://github.com/digitalocean/doctl/issues/306,closed,packaging,,0.000,only_secondary_labels
310,Dockerfile does not support SSH,The Dockerfile of this Repository does not allow the usage of the SSH command! Openssh is missing. here is a working example: ``` FROM alpine:3.5 ENV DOCTL_VERSION=1.8.0 RUN apk add --no-cache curl openssh RUN mkdir /root/.ssh/ ARG HOST_...,https://github.com/digitalocean/doctl/issues/310,closed,packaging,documentation,0.500,below_min_confidence
312,Snapshot ID,"When generating a snapshot, an ID is returned but it's not useful for future reference: ``` doctl compute droplet-action snapshot ######## --snapshot-name ""Doctl-Test1"" ID Status Type Started At Completed At Resource ID Resource Type Reg...",https://github.com/digitalocean/doctl/issues/312,closed,blocked,,0.000,only_secondary_labels
314,Suggestion: Show public images by default,"Hi, I think the required `--public` flag for `doctl image list` is a bit counterintuitive. It seems to have tripped up others in the past and this was changed for `list-distribution` and `list-application` in #280. I think it is a better...",https://github.com/digitalocean/doctl/issues/314,open,suggestion;version 2.x,enhancement,0.750,over_max_per_class
318,doctl,"What does doctl expand into: doctl - ""digital ocean command tree line"" or is it just a random name with no meaning behind it. I just can't see what it is in full.",https://github.com/digitalocean/doctl/issues/318,closed,,,0.000,no_high_confidence_signal
320,"error formating ""doctl compute volume list"" output","``` $ doctl version doctl version 1.8.0-release ``` Usage says : --format string Columns for output in a comma separated list. Possible values: ID,Name,Size,Region,Droplet IDs however : ``` $ doctl compute volume list --format ""ID,Drople...",https://github.com/digitalocean/doctl/issues/320,closed,,,0.000,no_high_confidence_signal
321,error attaching volume to droplet,``` $ doctl version doctl version 1.8.0-release ``` It seems I can't assign an existing volume to a new droplet while creating it Usage says : --volumes value Volumes to attach (default []) ``` $ doctl compute volume list ID Name Size Re...,https://github.com/digitalocean/doctl/issues/321,closed,,,0.000,no_high_confidence_signal
325,"Volume creation fails with `Error: strconv.ParseFloat: parsing """": invalid syntax`","```console $ doctl compute volume create --size ""10GiB"" --region lon1 doctl-test-volume create a volume Usage: doctl compute volume create <volume-name> [flags] Aliases: create, c Flags: --desc string Volume description --format string C...",https://github.com/digitalocean/doctl/issues/325,closed,,,0.000,no_high_confidence_signal
328,doctl snapshot snapshot-name parameter is not respected,Create a snapshot on a droplet with name MyDroplet and DropletID 97283253 ``` doctl compute droplet-action snapshot 97283253 --snapshot-name foo-bar ``` The snapshot gets created but it gets named `MyDroplet-1528914772` even though I spe...,https://github.com/digitalocean/doctl/issues/328,closed,,,0.000,no_high_confidence_signal
329,Build-from-source misreports version,"If you build from source, you get misleading version output as the version reported is hardcoded in `doit.go`: ``` // DoitVersion is doit's version. DoitVersion = Version{ Major: 1, Minor: 7, Patch: 2, Label: ""stable"", } ```` Suggested f...",https://github.com/digitalocean/doctl/issues/329,closed,,,0.000,no_high_confidence_signal
332,weird ssh terminal emulation on Windows (i.e. backspace broken),"When using `doctl compute ssh <dropletname>` on Windows, I'm getting weird terminal emulation behavior. For example, pressing backspace prints the character `[K`, executing a `clear` (clear screen) prints the characters `[3J[H[2J`. S...",https://github.com/digitalocean/doctl/issues/332,closed,windows,,0.000,only_secondary_labels
333,Tags are cached new ones are not created with case differences,"If i create a droplet with the tag ""MY-TAG"" and remove this droplet when creating a new droplet with the tag ""my-tag"" the previous uppercase tag is applied. To reproduce: ``` doctl compute droplet create my-droplet \ --image ubuntu-16-04...",https://github.com/digitalocean/doctl/issues/333,closed,,,0.000,no_high_confidence_signal
334,Configuration file placement warning is issued when 'cwd' is ~/.config/doctl,"I came across a very minor issue where doctl will issue a warning if run from the config file directory. $ cd .config/doctl $ doctl compute droplet list Warning: Configuration detected at ""config.yaml"". Please move config.yaml to /home/p...",https://github.com/digitalocean/doctl/issues/334,closed,,,0.000,no_high_confidence_signal
335,Feature Request: doctl compute domain create <domain> --droplet-name <droplet-name>,Currently I see no way to fetch and store the IP address from a newly created droplet in order to automate the droplet creation and setting up a domain. My suggestion is this; add the functionality to specify a droplet name when you are ...,https://github.com/digitalocean/doctl/issues/335,open,suggestion,enhancement,1.000,over_max_per_class
337,Update snap & metadata,Hi. It seems the snap of doctl is a little outdated. Can it be updated to 1.8.3? ``` channels: stable: 1.8.2 (15) 3MB - candidate: 1.6.0 (2) 3MB - beta: 1.6.0 (2) 3MB - edge: 1.7.0 (13) 3MB - alan@hal:~$ ``` I'd recommend closing the non...,https://github.com/digitalocean/doctl/issues/337,closed,,,0.000,no_high_confidence_signal
340,Support --format for load balancer commands,Not able get view loadbalancer and looks like there is no option to filter. ``` $ > doctl compute load-balancer ls ID IP Name Status Created At Algorithm Region Tag Droplet IDs SSL Sticky Sessions Health Check Forwarding Rules xxxxxxxxxx...,https://github.com/digitalocean/doctl/issues/340,closed,,,0.000,no_high_confidence_signal
341,Command doctl compute ssh-key import does not work in Alpine,I used the Dockerfile (image Alpine:3.5 ) from this repo. Then I tried to import a public key to DO and got an error: `doctl compute ssh-key import ci_key --public-key-file ~/.ssh/id_rsa.pub` `Error: open : no such file or directory` The...,https://github.com/digitalocean/doctl/issues/341,closed,,,0.000,no_high_confidence_signal
344,Missing binaries for v1.9.0,"Hello, I maintain the Arch Linux package for doctl. I've noticed that there are binaries missing in the Release section for v1.9.0. Could those be added for ease of use? Thank you!",https://github.com/digitalocean/doctl/issues/344,closed,,,0.000,no_high_confidence_signal
347,--user-data-file Error,"Hello, I tried using the doctl API for Digitalocean but when i create a Droplet with the --user-data-file flag i get the following error : ""Error: open script.sh: permission denied"" ! Can anyone Help me with this problem please ? Thank y...",https://github.com/digitalocean/doctl/issues/347,closed,packaging,,0.000,only_secondary_labels
358,Delete a volume.,"Hello, I'm having a problem with the platform. I am trying to delete a volume only ever error. I wonder what I should do. I tried deleting the volumes using doctl and nothing just appears the following error: doctl compute volume delete ...",https://github.com/digitalocean/doctl/issues/358,closed,,,0.000,no_high_confidence_signal
359,"Add ""detach"" and ""attach"" functionality for Volumes","As shown in #358, users cannot delete a volume until it has been detached from the Droplet first. However, `doctl` doesn't support `detach` or `attach` for Volumes at this moment. Adding these features would allow users to more seamlessl...",https://github.com/digitalocean/doctl/issues/359,closed,,,0.000,no_high_confidence_signal
360,Kubernetes support ?,I was wondering if/when doctl would support interfacing with your managed Kubernetes offering. Thanks in advance for any information :),https://github.com/digitalocean/doctl/issues/360,closed,,,0.000,no_high_confidence_signal
366,--ip-address should be optional in doctl compute domain create,"The flag `--ip-address` is required in `doctl compute domain create`: ``` create domain Usage: doctl compute domain create <domain> [flags] Aliases: create, c Flags: --format string Columns for output in a comma separated list. Possible ...",https://github.com/digitalocean/doctl/issues/366,closed,,documentation,0.400,below_min_confidence
368,Make doctl available on MacPorts,MacPorts is a package manager on macOS - alternative to brew.,https://github.com/digitalocean/doctl/issues/368,closed,help wanted;packaging,,0.000,only_secondary_labels
378,Exclude access token from config file if defined in environment variable,"I like to keep my config files in a private GitHub repo so that I can track the changes I make to them. However, `doctl` makes this difficult because the access token is included in `~/.config/doctl/config.yaml`. I deleted the file and i...",https://github.com/digitalocean/doctl/issues/378,closed,,,0.000,no_high_confidence_signal
381,Node sized differs in doctl and webUI,Hi. I am using doctl `1.12.0-release`. Here's output of size list command ``` doctl compute size list  ✔  1432  21:56:15 Slug Memory VCPUs Disk Price Monthly Price Hourly 512mb 512 1 20 5.00 0.007440 s-1vcpu-1gb 1024 1 25 5.00 0.00744...,https://github.com/digitalocean/doctl/issues/381,closed,,,0.000,no_high_confidence_signal
385,doctl ssh fails due to unrelated config options in .ssd/config,I see the following failure with unrelated jumphost configurations for other hosts: ``` % doctl compute ssh dropletname --ssh-key-path ~/.ssh/id_rsa /home/xyz/.ssh/config: line 66: Bad configuration option: proxyjump /home/xyz/.ssh/confi...,https://github.com/digitalocean/doctl/issues/385,closed,,,0.000,no_high_confidence_signal
386,Zsh completion errors,"I get the following error when typeing `doctl complete` and then hit `TAB`: ``` _doctl_compute:14: bad math expression: operand expected at `""d""' ``` Completion activated with ``` source <(doctl completion zsh) ``` doctl version (local i...",https://github.com/digitalocean/doctl/issues/386,closed,,,0.000,no_high_confidence_signal
390,updating the snap,snap find doctl Name Version Publisher Notes Summary doctl 1.9.0 digitalocean✓ - DigitalOcean command line tool Could this be brought up to the latest?,https://github.com/digitalocean/doctl/issues/390,closed,packaging;snap;wip,,0.000,only_secondary_labels
394,Setting Kubernetes context on first config save,"When the config saved with the `doctl kubernetes cluster kubeconfig save <cluster-id|cluster-name>` command, the saved configuration has the `current-context` as empty, while the `show` command uses the cluster context in the output mess...",https://github.com/digitalocean/doctl/issues/394,closed,suggestion,enhancement,0.750,over_max_per_class
395,The renew command in warning is missing cluster,"When I run `doctl k8s cluster create` command the command I see the following warning which is useful but the command seems to be wrong. ``` Warning: cluster credentials will expire on <DATETIME>, renew with: ""doctl k8s kubeconfig save <...",https://github.com/digitalocean/doctl/issues/395,closed,,,0.000,no_high_confidence_signal
399,"fetching of Kubernetes credentials / configuration fails occasionally with a ""500 Server Error""","When you create a Kubernetes cluster, doctl fetches the configuration and integrates it into the user kubeconfig file. I noticed that this operation is failing occasionally with a HTTP 500 error. Example: ``` $ doctl kubernetes cluster c...",https://github.com/digitalocean/doctl/issues/399,closed,,,0.000,no_high_confidence_signal
405,k8s: something not quite right with config,"If I use the kubernetes config downloaded by doctl, I can't subsequently use `kompose` but if I download the config file from the GUI it works fine. Download k8s config ```bash DIGITALOCEAN_ENABLE_BETA=1 doctl k8s cluster kubeconfig save...",https://github.com/digitalocean/doctl/issues/405,closed,,,0.000,no_high_confidence_signal
406,"Add command ""Add ssh key to droplet""",For example: `doctl compute droplet-action add-ssh-key <droplet-id> --shh-key <dir-or-ssh-keyvalue>`,https://github.com/digitalocean/doctl/issues/406,closed,,,0.000,no_high_confidence_signal
407,Database support ?,I was wondering if/when doctl would support interfacing with your managed database offering. Thanks in advance for any information :),https://github.com/digitalocean/doctl/issues/407,closed,api-parity,enhancement,0.750,over_max_per_class
411,"When switching to or creating a new auth context, all previously stored contexts are lcased","If you `doctl auth init --context Dog` it is initially stored with case sensitivity. However, If you switch to another context `doctl auth switch default` or `doctl auth init --context Cat` all the `auth-contexts` stored in _~/.config/do...",https://github.com/digitalocean/doctl/issues/411,open,Needs Investigation,,0.000,only_secondary_labels
419,Unable to run doctl 1.14.0 on MacOS ,"Environment: - OS: MacOS Mojave, 10.14.3 - Shell: zsh - doctl: 1.14.0 (downloaded from GitHub, doctl-1.0.1-darwin-10.6-amd64.tar.gz ) Running `doctl version` results in the following error: ```failed MSpanList_Insert 0xbba000 0x24ae2e602...",https://github.com/digitalocean/doctl/issues/419,closed,,,0.000,no_high_confidence_signal
420,Create a Volume from a Snapshot,"I have been working on backup solution which is based on volume snapshots... So, is it possible to create a volume from already created volume snapshot using `doctl`?",https://github.com/digitalocean/doctl/issues/420,closed,api-parity;enhancement;good first issue,enhancement,0.750,over_max_per_class
424,Allow upgrading Kubernetes Cluster Version,I've been looking for a way to upgrade the kubernetes version of a cluster. Is this possible? As well as other debugging tasks - e. g. * View master logs * Restart master,https://github.com/digitalocean/doctl/issues/424,closed,,,0.000,no_high_confidence_signal
425,--ssh-private-ip does not work,"When i use: `doctl compute ssh <droplet-id> --ssh-private-ip <droplet-private-ip>` on droplet with private ip enabled, command line just freezes and nothing happens What am i doing wrong?",https://github.com/digitalocean/doctl/issues/425,closed,question,question,0.300,below_min_confidence
432,Wait for for having an attributed IP to a droplet on creation,It would be nice if `doctl compute create droplet` would wait for the new droplet to be active to return the table with the attributed IP addresses,https://github.com/digitalocean/doctl/issues/432,closed,,,0.000,no_high_confidence_signal
441,ARM version,I'd love to use doctl from my RaspberryPi. Will you make an ARM version?,https://github.com/digitalocean/doctl/issues/441,closed,,,0.000,no_high_confidence_signal
445,Cleanup Kubernetes code with a shared struct,This is in reference to the discussion in #440. We need to clean up the code base by creating a shared struct to define private methods with scope of passed in arguments.,https://github.com/digitalocean/doctl/issues/445,closed,,,0.000,no_high_confidence_signal
446,Suggestion: Show the completion command in help,I noticed that the help text does not show completion as an available command. I had to search for it and read the read me to know the command exists. I think it would be helpful to other users to find in directly in help,https://github.com/digitalocean/doctl/issues/446,closed,,,0.000,no_high_confidence_signal
448,Kubernetes authentication error,"Environment - `doctl` version 1.18.0-release - MacOS 10.13.6 - doctl installed with `brew` After running `doctl kubernetes cluster kubeconfig save example-cluster-01` to apply K8s cluster configs to the ~/.kube/config file, performing an...",https://github.com/digitalocean/doctl/issues/448,closed,,,0.000,no_high_confidence_signal
449,Feature Request: Add custom known_hosts file to doctl compute ssh,"As the title already says, I'd like to specify a custom `known_hosts` file as I would do with ```bash > ssh -o UserKnownHostsFile=/tmp/known_hosts user@123.123.123.123 ``` Currently the `doctl compute ssh` command does not support this. ...",https://github.com/digitalocean/doctl/issues/449,open,suggestion,enhancement,1.000,over_max_per_class
451,Determine config file's default location at runtime,"Currently `doctl`'s help output specifies that the default location of the config file is `$HOME/.config/doctl/config.yaml` ``` -c, --config string config file (default is $HOME/.config/doctl/config.yaml) ``` This is hardcoded at: https:...",https://github.com/digitalocean/doctl/issues/451,closed,good first issue;wip,,0.000,only_secondary_labels
457,"Snap saves kubeconfig file in ""/home/user/snap/doctl/39/.kube/config"" when you run ""doctl kubernetes cluster kubeconfig save cluster-name""",,https://github.com/digitalocean/doctl/issues/457,closed,bug;snap;wip,bug,0.750,over_max_per_class
458,doctl auth init token validated but error from kubectl,"``` $ doctl version doctl version 1.19.0-dev release 1.19.0 is available, check it out! $kubectl version Error: unable to initialize DigitalOcean api client: access token is required. (hint: run 'doctl auth init') Client Version: version...",https://github.com/digitalocean/doctl/issues/458,closed,snap,,0.000,only_secondary_labels
459,"kubeconfig save, exec-credential not aware of context","**Actual behaviour / how to reproduce** When authenticated for the first time with `doctl auth init` it uses the `default` context, which is expected. You can then call `doctl kubernetes cluster kubeconfig save CLUSTER_NAME` and it will ...",https://github.com/digitalocean/doctl/issues/459,closed,bug,bug,0.700,below_min_confidence
461,doctl k8s cluster get <clustername> not working for cluster with long name,"when I am creating a cluster with a long name ""doctl k8s cluster get $CLUSTER"" not working, but in list command it is showing the cluster doctl k8s cluster get $CLUSTER Error: GET https://api.digitalocean.com/v2/kubernetes/clusters/f8291...",https://github.com/digitalocean/doctl/issues/461,closed,bug,bug,1.000,over_max_per_class
462,doctl compute ssh ask for password with provided passwordless key,"Hi, When I try: ``` C:\Users\Niki\Downloads>.\doctl.exe compute ssh ubuntu@dsk3.nikigmtest ubuntu@104.248.yyy.xxx's password: ``` The prompt should not appear: 1. There is no password set for the account, only public key access 2. I have...",https://github.com/digitalocean/doctl/issues/462,open,windows,,0.000,only_secondary_labels
464,Add message listing orphaned resources on successful Droplet destroy,"Following successful destruction of a droplet(s), an additional message should display that informs the user of any resources that were attached, and are now unassigned. This includes: -Snapshots -Volumes -Domains -FLIPs",https://github.com/digitalocean/doctl/issues/464,open,enhancement,enhancement,0.750,over_max_per_class
476,snap installation fails on plug connect,"ubuntu 19.04 with snap installing version 1.20.0, 1.20.1 is not available yet failes with sudo snap connect doctl:doctl-config sudo snap connect doctl:kubectl-config fail with the message error: snap ""doctl"" has no plug named ""doctl-conf...",https://github.com/digitalocean/doctl/issues/476,closed,,,0.000,no_high_confidence_signal
479,`doctl copute volume ls -o json` returns null.,~~~command $ doctl compute volume ls -o json null $ doctl compute load-balancer ls -o json [] ~~~,https://github.com/digitalocean/doctl/issues/479,closed,,,0.000,no_high_confidence_signal
480,error passing one command result to another,"I ran the following: ``` doctl compute tag delete <(doctl compute tag list --format ""Name"" --no-header) ``` to delete all the tags on our account. The error reported was: ``` Error: DELETE https://api.digitalocean.com/v2/tags//dev/fd/11:...",https://github.com/digitalocean/doctl/issues/480,closed,,,0.000,no_high_confidence_signal
485,Invalid Windows binaries v1.21.0,1.21.0's windows binary is invalid. ![image](https://user-images.githubusercontent.com/10661937/61180976-76c58880-a5ed-11e9-86ed-0f8aa64e5432.png) ![image](https://user-images.githubusercontent.com/10661937/61180979-847b0e00-a5ed-11e9-86...,https://github.com/digitalocean/doctl/issues/485,closed,,,0.000,no_high_confidence_signal
495,doctl not deleting snapshots,"I created a bash script to automate a daily snapshot creation, and keep the 5 oldest snapshots and delete the rest. Initially I was having trouble with the creation, until I saw this article [https://github.com/digitalocean/doctl/issues/...",https://github.com/digitalocean/doctl/issues/495,closed,,,0.000,no_high_confidence_signal
496,doctl incorrectly reports that a newer version is available,"As pointed out in #495, doctl incorrectly points out that a new version is available despite being on the latest release. This is because the current build was built with the `dev` label rather than the `release` one. This looks to be ca...",https://github.com/digitalocean/doctl/issues/496,closed,bug,bug,0.750,over_max_per_class
500,Changelog generation script doesn't always include all changes,"The changelog generation script appears to have an issue where any pull request opened before the previous release isn't included, even if it's merged after the previous release. This appears to be related to how `github-release-notes` p...",https://github.com/digitalocean/doctl/issues/500,closed,,,0.000,no_high_confidence_signal
504,Backups are given snapshot IDs but do not delete,"This is essentially connected to [#495](https://github.com/digitalocean/doctl/issues/495), after using the newest version (1.22.0), I was still noticing the snapshots were not being deleted. After much work to find the RCA, I found the b...",https://github.com/digitalocean/doctl/issues/504,open,do-api,,0.000,only_secondary_labels
507,"v1.23.0 binaries named with extra "".exe""",The assets for v1.23.0 all have an extra .exe included in there. Example: `doctl-1.23.0-linux-amd64.exe.tar.gz` Thanks for providing these!,https://github.com/digitalocean/doctl/issues/507,closed,,,0.000,no_high_confidence_signal
509,missing .exe,"Windows versions for 1.22 and 1.23 are missing the .exe in the filename. The file, as it exists now, is just doctl and not doctl.exe. This is confirmed by adding the .exe and the file then runs.",https://github.com/digitalocean/doctl/issues/509,closed,,,0.000,no_high_confidence_signal
543,Add `--wait` for `doctl compute volume-action detach`,"If I try to detach a volume and directly delete the volume, like: ```bash doctl compute volume-action detach e006f5db-b771-11e9-81c6-0a58ac1480e9 153758675 ID Status Type Started At Completed At Resource ID Resource Type Region 736224698...",https://github.com/digitalocean/doctl/issues/543,closed,enhancement,enhancement,0.750,over_max_per_class
546,doctl compute droplet list ordering,"First off, thanks for this fantastic tool - the DO platform and offerings are very developer friendly - much appreciated. This is more of a question than an issue, but I'm not sure if there's a better place to post it. Is there a way to ...",https://github.com/digitalocean/doctl/issues/546,closed,,,0.000,no_high_confidence_signal
547,Implement `--wait` on all delete actions?,"As a follow up from #543 I am wondering if the `--wait` could be implemented in all deletes? Or I need to do some extra checks when deleting stuff, for example: ``` doctl projects list --no-header --format ID,Name Selected project ID: 9f...",https://github.com/digitalocean/doctl/issues/547,open,enhancement,enhancement,1.000,over_max_per_class
556,Is there any way to list all the contexts,"I see we have two command `doctl auth init` and `doctl auth switch`. Is there any command to list all the context, or is this is valid question to ask of. How to manage multiple contexts for DO ?",https://github.com/digitalocean/doctl/issues/556,closed,,,0.000,no_high_confidence_signal
561,Use new repo for uuid,It seems [github.com/pborman/uuid](https://github.com/pborman/uuid) is moved to [github.com/google/uuid](https://github.com/google/uuid). Old repo isn't updated for some time but new repo gets features/bug fixes.,https://github.com/digitalocean/doctl/issues/561,closed,,,0.000,no_high_confidence_signal
568,Duplicated `docker pull` instructions on GitHub releases,"Starting with the [v1.29.1](https://github.com/digitalocean/doctl/releases/tag/v1.29.1) release, the GitHub release page contains duplicated `docker pull` instructions, listing each tag twice. E.g. ![Selection_999(1336)](https://user-ima...",https://github.com/digitalocean/doctl/issues/568,closed,,documentation,0.700,below_min_confidence
569,format ignored when output is json,"``` doctl compute volume list --format ID,Name -o json ``` Will display everything ignoring the formatting. While the default ``` doctl compute volume list --format ID,Name -o text ``` Will list only ID and Name",https://github.com/digitalocean/doctl/issues/569,closed,,,0.000,no_high_confidence_signal
573,doctl auth init: Error: unable to read DigitalOcean access token: The handle is invalid.,There is a problem with initial authentication using following doctl command: `> doctl auth init` `DigitalOcean access token: Error: unable to read DigitalOcean access token: The handle is invalid.` doctl doesn't create config at `\AppDa...,https://github.com/digitalocean/doctl/issues/573,closed,bug;windows,bug,1.000,over_max_per_class
578,Can't add API Token,"On Windows 10, I've added `doctl` the the system path, but when I run `doctl auth init`, I get this error: ``` PS C:\Users\joshl> doctl auth init DigitalOcean access token: Error: unable to read DigitalOcean access token: The handle is i...",https://github.com/digitalocean/doctl/issues/578,closed,,,0.000,no_high_confidence_signal
591,`mkdir: permission denied` upon first usage,What I did: 1. Create a new droplet (image id `docker-18-04`) 1. Install doctl (`snap install doctl`) 1. Create a new user and change to said user 1. Execute any doctl command (e.g. `/snap/bin/doctl compute droplet delete 123 --access-to...,https://github.com/digitalocean/doctl/issues/591,closed,snap,,0.000,only_secondary_labels
595,kubectl cannot load credentials from doctl,To use DO access token in CI you need the DIGITALOCEAN_ACCESS_TOKEN env. Kubectl cannot get the token I guess. Setup: - Bitbucket pipelines - DO Kuberenetes **Reproduce with image atlassian/default-image:2:** `curl -LO https://storage.go...,https://github.com/digitalocean/doctl/issues/595,closed,,,0.000,no_high_confidence_signal
604,doctl auth : no such file,"On Macos, when I run `$ doctl auth init` I have this stak : DigitalOcean access token: Validating token... OK Error: open .../Library/Application Support/doctl/config.yaml: no such file or directory. doctl version : 1.32.0-release",https://github.com/digitalocean/doctl/issues/604,closed,,,0.000,no_high_confidence_signal
630,create droplet in a specific project,"digitalocean can group droplets into ""projects"". ""doctl compute droplet create"" will create droplets into the default project. how can I create a droplet in a specific project?",https://github.com/digitalocean/doctl/issues/630,closed,do-api;enhancement,enhancement,0.750,over_max_per_class
654,-bash: /usr/local/bin/geth: cannot execute binary file,Cannot geth in the command line. On Mac OSX Catalina. Need some help here. Any reason?,https://github.com/digitalocean/doctl/issues/654,closed,,,0.000,no_high_confidence_signal
656,Context switch not persisted,I've just upgraded to latest doctl and now my context are broken: ``` $ doctl version doctl version 1.32.3-release $ doctl auth switch --context xxx Now using context [xxx] by default $ doctl k8s clusters list ID Name Region Version Auto...,https://github.com/digitalocean/doctl/issues/656,closed,,,0.000,no_high_confidence_signal
659,Context switching issues,"I am not sure if I am doing it wrong, but the auth switching feature does not work as expected for me. ### 1. Possible bug: `DIGITALOCEAN_CONTEXT` not working Following [these instructions][1], I understand that setting the `DIGITALOCEAN...",https://github.com/digitalocean/doctl/issues/659,closed,,,0.000,no_high_confidence_signal
663,Support resource names instead of IDs in more places,"Hi, As I am trying to create my own DigitalOcean provisioning automation using doctl, I find myself having to create more complicated scripts due to the fact that some (most?) of the doctl commands - when they refer to a specific resourc...",https://github.com/digitalocean/doctl/issues/663,open,enhancement;suggestion,enhancement,0.750,over_max_per_class
667,Ability to add more than one API token,"It would be really nice to be able to use more than one API token. We have the majority of our clients in one project, but a few want to have their own account, and they just give us team access. Unfortunately my API token is team specif...",https://github.com/digitalocean/doctl/issues/667,closed,,,0.000,no_high_confidence_signal
670,does doctl support switching between teams?,I have an account A that was added to Team T. I can manage projects and K8s clusters that were created under team T Now I want to mange K8s clusters in my own account A. Even though I have added auth context I can't seem to switch them. ...,https://github.com/digitalocean/doctl/issues/670,closed,troubleshooting,question,0.450,below_min_confidence
671,No custom image after creating one,``` $ doctl compute image create \ --region sfo2 \ --image-name talos-digital-ocean-tutorial \ --image-url https://talos-tutorial.sfo2.digitaloceanspaces.com/digital-ocean.tar.gz \ --image-distribution talos \ Talos ID Name Type Distribu...,https://github.com/digitalocean/doctl/issues/671,closed,,,0.000,no_high_confidence_signal
692,tar: invalid magic when building docker image,"Howdy, I am trying to build the docker image and received this error: ``` user@pc:~/go/src/github.com/digitalocean/doctl$ docker build --tag=doctl . Sending build context to Docker daemon 48.41MB Step 1/8 : FROM alpine:3.8 ---> dac705114...",https://github.com/digitalocean/doctl/issues/692,closed,troubleshooting,,0.000,only_secondary_labels
699,Add tab completion for resource names,Example: `doctl kubernetes cluster kubeconfig save [tab]` would suggest existing clusters to tab complete. `kubectl` does this for all existing resources. Looks like the implementation is [here](https://github.com/kubernetes/kubernetes/b...,https://github.com/digitalocean/doctl/issues/699,open,enhancement,enhancement,1.000,over_max_per_class
703,Support configuring new auth context without interactivity,"In some cases, it can be useful to configure `doctl` non-interactively. Currently, we support this when setting up the default context. For example, running the following will validate the token and add it to the `doctl` config file with...",https://github.com/digitalocean/doctl/issues/703,open,Needs Investigation,,0.000,only_secondary_labels
709,permissions error with doctl snap accessing docker,doctl is unable to access docker to authenticate to the registry when installed via snap. ``` $ doctl registry login Error: unable to find the Docker CLI binary. Make sure docker is installed ``` But docker is installed via snap ``` $ do...,https://github.com/digitalocean/doctl/issues/709,closed,packaging;snap,,0.000,only_secondary_labels
711,Support Trusted Sources in Managed Database?,"The API supports updating a database cluster's firewall rules (known as ""trusted sources"" in the control panel). Is there a plan/timeline to include this functionality in doctl? Related Links: - https://github.com/digitalocean/api-v2/iss...",https://github.com/digitalocean/doctl/issues/711,closed,api-parity,enhancement,0.750,over_max_per_class
720,Not able to add droplet IP to known_hosts on Linux,I installed doctl trough snap ```sudo snap install doctl``` and then I give it permissions ```sudo snap connect doctl:ssh-keys :ssh-key```. But if I try to enter to my droplet via doctl using ```doctl compute ssh _droplet-name_``` it fai...,https://github.com/digitalocean/doctl/issues/720,open,Needs Investigation;snap,,0.000,only_secondary_labels
722,`kubectl cluster create` gotchas (for me at least!),"`doctl` and the Golang SDK are both very good, thanks! Playing around with `doctl` today, I encountered some gotchas. ```bash doctl version doctl version 1.36.0-release Git commit hash: 5233d90 ``` While these are undoubtedly user errors...",https://github.com/digitalocean/doctl/issues/722,closed,troubleshooting,,0.000,only_secondary_labels
